,Senior Citizen,Partner,Dependents,Tenure,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Cluster
873,No,No,No,60,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.8,Purple
876,No,No,No,15,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.1,Orange
880,No,No,No,10,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,Orange
882,No,No,No,6,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,Orange
889,No,Yes,Yes,63,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.55,Purple
891,No,Yes,Yes,50,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.85,Purple
893,No,No,No,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,Green
898,No,No,No,12,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,Orange
901,No,No,No,9,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.3,Orange
902,No,No,No,17,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,Orange
905,Yes,No,No,9,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,Orange
910,Yes,No,No,10,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,Orange
915,Yes,Yes,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,Orange
926,Yes,No,No,3,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,Orange
927,No,No,No,13,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,Orange
933,Yes,No,No,4,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,Orange
937,No,No,No,6,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05,Orange
945,No,No,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,Orange
948,Yes,No,No,35,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,Purple
950,Yes,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,Green
955,No,Yes,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,Green
964,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,Green
965,Yes,No,No,8,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,Orange
966,No,No,No,7,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,Green
969,No,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,Orange
970,No,No,No,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,Orange
973,Yes,Yes,No,44,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.35,Green
975,No,No,No,71,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.05,Purple
976,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,Orange
978,Yes,Yes,No,62,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,Purple
983,No,No,No,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.6,Orange
985,Yes,Yes,No,33,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,Purple
995,No,No,No,35,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.3,Purple
996,No,No,No,34,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.0,Orange
997,Yes,No,No,4,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,Orange
1000,No,No,No,7,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,Orange
1001,Yes,Yes,No,27,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,Orange
1006,No,No,No,18,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.1,Orange
1007,No,No,No,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.95,Orange
1008,No,Yes,Yes,32,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.55,Purple
1014,No,Yes,Yes,18,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,Green
1015,No,Yes,Yes,12,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),53.65,Green
1026,Yes,No,No,8,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,Orange
1028,No,Yes,Yes,26,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,Orange
1029,Yes,Yes,Yes,3,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.3,Orange
1032,Yes,No,No,8,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.1,Orange
1039,No,Yes,No,38,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,Purple
1040,Yes,No,No,14,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.45,Orange
1043,No,Yes,Yes,32,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,Orange
1049,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,Green
1050,Yes,No,No,12,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.65,Green
1053,No,No,No,5,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,Green
1054,No,Yes,No,40,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.1,Purple
1056,No,No,No,5,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.0,Orange
1057,No,No,No,10,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.7,Orange
1058,No,Yes,Yes,2,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,Orange
1059,No,No,No,23,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,Orange
1065,No,No,No,23,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05,Orange
1068,No,Yes,No,49,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,Purple
1070,No,No,No,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,Orange
1071,No,No,No,2,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.05,Green
1073,No,No,No,7,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,Orange
1077,No,No,No,41,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.5,Purple
1083,No,No,No,2,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,Orange
1085,Yes,No,No,13,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.3,Orange
1086,Yes,No,No,11,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.7,Orange
1088,Yes,Yes,No,17,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.45,Orange
1097,No,Yes,Yes,25,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,90.4,Orange
1102,No,Yes,Yes,3,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.15,Green
1111,No,No,No,4,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4,Orange
1113,No,Yes,No,37,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.95,Purple
1122,No,No,No,19,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.85,Green
1125,Yes,Yes,No,39,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.65,Purple
1126,No,No,No,7,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.65,Orange
1131,No,Yes,No,14,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.7,Orange
1132,Yes,Yes,No,11,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,Orange
1144,No,No,No,1,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,Green
1148,No,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,Orange
1149,No,Yes,Yes,13,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.65,Orange
1159,Yes,Yes,No,3,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.4,Orange
1161,No,No,Yes,1,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.35,Green
1163,No,No,No,12,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.75,Orange
1171,No,Yes,No,60,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4,Purple
1173,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,Green
1176,No,No,No,6,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.9,Orange
1178,No,No,No,15,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,Orange
1181,Yes,No,No,21,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.05,Green
1185,No,No,No,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.15,Green
1192,No,No,No,7,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.45,Orange
1202,No,Yes,No,53,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.25,Purple
1205,No,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,Orange
1208,No,No,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,Orange
1210,No,Yes,Yes,17,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,Orange
1211,No,Yes,Yes,11,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.35,Orange
1214,No,No,No,19,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.0,Orange
1215,No,Yes,Yes,3,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.3,Orange
1218,No,No,No,24,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.55,Orange
1223,No,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.9,Orange
1224,No,Yes,Yes,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,Green
1225,No,Yes,No,16,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.95,Green
1232,No,Yes,Yes,34,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.3,Purple
1236,No,No,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.95,Orange
1238,Yes,No,No,16,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.15,Orange
1243,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,Green
1244,No,No,No,15,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,Green
1248,No,No,No,11,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.15,Orange
1249,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.05,Green
1251,No,No,No,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.8,Orange
1253,No,No,No,7,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.3,Orange
1255,No,No,No,2,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.9,Green
1259,Yes,No,No,46,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),95.25,Purple
1263,Yes,Yes,No,68,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,Purple
1268,No,Yes,No,59,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.15,Purple
1285,Yes,Yes,No,7,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,Orange
1291,No,Yes,No,8,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.0,Orange
1294,No,No,No,6,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,Green
1299,No,Yes,No,11,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.05,Green
1304,Yes,Yes,No,15,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,Orange
1306,No,No,No,70,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.55,Purple
1308,Yes,No,No,16,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.6,Orange
1309,No,No,No,18,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,Orange
1310,No,Yes,No,34,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.65,Purple
1313,No,Yes,No,47,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.55,Purple
1314,No,Yes,Yes,39,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,89.55,Purple
1319,No,No,Yes,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.45,Green
1324,No,Yes,Yes,4,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,Green
1325,Yes,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,Orange
1327,No,Yes,No,59,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.5,Purple
1334,Yes,No,No,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,Green
1335,No,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.0,Green
1338,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,Green
1339,No,Yes,No,66,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.0,Purple
1341,No,No,Yes,3,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.7,Green
1346,No,Yes,Yes,14,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,Orange
1348,No,Yes,No,10,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,Orange
1354,No,No,No,18,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.35,Orange
1359,No,No,No,9,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,Orange
1360,Yes,No,No,13,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,Orange
1361,No,No,No,4,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.45,Orange
1362,No,No,No,4,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,Orange
1365,No,Yes,No,59,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.05,Green
1366,No,Yes,No,10,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6,Orange
1371,Yes,No,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.2,Orange
1376,No,No,No,5,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.0,Orange
1383,No,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,Green
1384,No,Yes,No,22,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,Orange
1389,Yes,Yes,No,34,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,Purple
1395,No,Yes,No,41,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,73.0,Purple
1396,No,No,No,64,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,Purple
1401,Yes,No,No,4,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.8,Orange
1402,No,No,Yes,18,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.0,Green
1405,No,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.0,Orange
1410,Yes,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,Orange
1412,No,Yes,No,15,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.3,Orange
1421,Yes,No,No,9,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.4,Orange
1423,No,Yes,No,15,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,Orange
1428,No,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.45,Green
1434,No,No,No,12,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,Orange
1436,No,No,No,2,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.4,Orange
1439,Yes,No,No,5,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,Orange
1447,No,No,Yes,4,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.8,Orange
1456,No,Yes,No,16,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,Orange
1458,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.55,Green
1460,No,No,No,5,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.3,Orange
1463,No,No,No,4,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,Orange
1469,No,No,No,37,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.8,Purple
1472,No,Yes,Yes,13,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,Orange
1473,No,No,No,24,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,Orange
1477,No,Yes,Yes,61,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.0,Purple
1478,No,No,No,41,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.7,Purple
1485,Yes,No,No,22,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.7,Orange
1486,No,No,No,2,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.05,Green
1492,Yes,No,No,19,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.2,Orange
1494,No,Yes,Yes,8,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,Green
1498,Yes,No,No,15,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.65,Orange
1505,Yes,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,Orange
1509,No,No,No,17,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.65,Orange
1513,Yes,No,No,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.8,Green
1519,No,No,No,2,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,Green
1522,No,No,No,29,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,Orange
1530,No,Yes,Yes,2,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.0,Orange
1533,No,No,No,14,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.35,Orange
1538,No,No,No,8,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,Orange
1543,No,Yes,No,5,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,Orange
1547,No,Yes,No,63,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.5,Purple
1549,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,Green
1555,No,Yes,No,53,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,Purple
1556,No,No,No,1,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.7,Orange
1558,No,No,No,16,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.6,Orange
1561,No,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,Orange
1564,Yes,No,No,10,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,Orange
1572,Yes,No,No,3,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.0,Green
1575,No,No,No,66,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.5,Purple
1577,No,Yes,Yes,17,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,Orange
1578,No,No,No,7,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,Green
1579,Yes,Yes,No,12,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.45,Orange
1592,No,Yes,Yes,42,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.95,Purple
1595,Yes,No,No,2,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,Orange
1600,Yes,No,No,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,Orange
1602,No,No,No,30,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.25,Purple
1603,No,No,No,15,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65,Orange
1607,Yes,Yes,No,13,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05,Orange
1612,No,Yes,Yes,67,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,87.4,Purple
1618,Yes,No,No,23,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,Orange
